ticker,ticker_root,name,share_class_shares_outstanding,weighted_shares_outstanding,primary_exchange,cik,composite_figi,sic_code,sic_description,list_date,total_employees,market,description,active,address,branding,currency_name,homepage_url,locale,market_cap,phone_number,round_lot,share_class_figi,type,ticker_suffix
CMA,CMA,Comerica Incorporated,130949999,130952419,XNYS,0000028412,BBG000C75N77,6021,NATIONAL COMMERCIAL BANKS,1991-04-02,7611,stocks,"Comerica is a financial services company headquartered in Dallas. It is primarily focused on relationship-based commercial banking. In addition to Texas, Comerica's other primary geographies are California and Michigan, with locations also in Arizona and Florida and select businesses operating in several other states as well as Canada.",True,"{'address1': '1717 MAIN STREET MC6404', 'address2': 'ATTN: KELLY GAGE', 'city': 'DALLAS', 'state': 'TX', 'postal_code': '75201'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNvbWVyaWNhLmNvbQ/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNvbWVyaWNhLmNvbQ/images/2022-11-01_icon.jpeg'}",usd,https://www.comerica.com,us,9408931305.15,214-462-6831,100,BBG001S6PXB1,CS,
CAG,CAG,"Conagra Brands, Inc.",479260000,479255007,XNYS,0000023217,BBG000BDXGP9,2000,FOOD AND KINDRED PRODUCTS,1976-01-12,18000,stocks,"Conagra Brands is a packaged food company that operates predominantly in the United States (over 90% of revenue and profits). It has a significant presence in the freezer aisle, with brands such as Marie Callender's, Healthy Choice, Banquet, and Birds Eye. Other popular brands include Duncan Hines, Hunt's, Slim Jim, Vlasic, Orville Redenbacher's, Reddi-wip, Wish-Bone and Chef Boyardee. While the majority of revenue is sold into the U.S. retail channel, 9% of fiscal 2022 sales were to the food-service channel, down from 11% in fiscal 2019 due to the pandemic.",True,"{'address1': '222 W. MERCHANDISE MART PLAZA', 'address2': 'SUITE 1300', 'city': 'CHICAGO', 'state': 'IL', 'postal_code': '60654'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNvbmFncmFicmFuZHMuY29t/images/2022-11-01_logo.png', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNvbmFncmFicmFuZHMuY29t/images/2022-11-01_icon.jpeg'}",usd,http://www.conagrabrands.com,us,17789945859.84,312-549-5000,100,BBG001S5PGY5,CS,
COP,COP,ConocoPhillips,1246070000,1246071066,XNYS,0001163165,BBG000BQQH30,2911,PETROLEUM REFINING,1972-06-30,9400,stocks,"ConocoPhillips is a U.S.-based independent exploration and production firm. In 2021, it produced 1.0 million barrels per day of oil and natural gas liquids and 3.2 billion cubic feet per day of natural gas, primarily from Alaska and the Lower 48 in the United States and Norway in Europe and several countries in Asia-Pacific and the Middle East. Proven reserves at year-end 2021 were 6.1 billion barrels of oil equivalent.",True,"{'address1': '925 N. ELDRIDGE PARKWAY', 'city': 'HOUSTON', 'state': 'TX', 'postal_code': '77079'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNvbm9jb3BoaWxsaXBzLmNvbQ/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNvbm9jb3BoaWxsaXBzLmNvbQ/images/2022-11-01_icon.jpeg'}",usd,https://www.conocophillips.com,us,158014271879.46,281-293-1000,100,BBG001S5TZM2,CS,
ED,ED,"Consolidated Edison, Inc.",354860000,354862848,XNYS,0001047862,BBG000BHLYS1,4931,ELECTRIC & OTHER SERVICES COMBINED,1948-06-21,13871,stocks,"Con Ed is a holding company for Consolidated Edison of New York, or CECONY, and Orange & Rockland, or O&R. These utilities provide steam, natural gas, and electricity to customers in southeastern New York—including New York City—and small parts of New Jersey. The two utilities will generate nearly all of Con Ed's earnings once it closes the sale of its clean energy business to RWE. Con Ed's clean energy business owns the second-largest portfolio of utility-scale solar projects in the U.S. Following the sale, Con Ed's only non-utility earnings will come from investments in gas and electric transmission.",True,"{'address1': '4 IRVING PLACE', 'city': 'NEW YORK', 'state': 'NY', 'postal_code': '10003'}",{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNvbmVkaXNvbi5jb20/images/2022-11-01_logo.svg'},usd,https://www.conedison.com,us,34599127680.0,(800) 522-5635,100,BBG001S5QRL4,CS,
STZ,STZ,"Constellation Brands, Inc.",184470000,184433194,XNYS,0000016918,BBG000J1QLT0,2080,BEVERAGES,1986-07-31,10000,stocks,"Constellation Brands is the largest multi-category alcohol supplier in the U.S. The business is anchored by a portfolio of Mexican beer trademarks, including Corona and Modelo, for which it acquired exclusive and perpetual U.S. ownership from AB InBev. The latter had to divest these rights due to antitrust mandates as it consummated its 2013 acquisition of dominant Mexican brewer, Grupo Modelo. Constellation's wine/spirits business has recently transitioned, divesting several lower-margin assets, including myriad wine brands and its Ballast Point craft beer brand. The firm imports most products after manufacturing them abroad, going to market through independent wholesalers. It owns 36% of Canopy Growth, a leading provider of medicinal and recreational cannabis products.",True,"{'address1': '207 HIGH POINT DRIVE', 'address2': 'BUILDING 100', 'city': 'VICTOR', 'state': 'NY', 'postal_code': '14564'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNicmFuZHMuY29t/images/2022-01-10_logo.png', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNicmFuZHMuY29t/images/2022-01-10_icon.jpeg'}",usd,https://www.cbrands.com,us,47489703123.060005,585-678-7100,100,BBG001SD31G5,CS,
CEG,CEG,Constellation Energy Corporation Common Stock,327020000,327017895,XNAS,0001868275,BBG014KFRNP7,4911,ELECTRIC SERVICES,2022-01-19,12500,stocks,"Constellation Energy Corp offers energy solutions. It provides clean energy and sustainable solutions to homes, businesses, the public sector, community aggregations, and a range of wholesale customers (such as municipalities, cooperatives, and other strategics). The company offers comprehensive energy solutions and a variety of pricing options for electric, natural gas, and renewable energy products for companies of any size.",True,"{'address1': '1310 POINT STREET', 'city': 'BALTIMORE', 'state': 'MD', 'postal_code': '21231'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNvbnN0ZWxsYXRpb24uY29t/images/2022-11-01_logo.png', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNvbnN0ZWxsYXRpb24uY29t/images/2022-11-01_icon.jpeg'}",usd,https://www.constellation.com,us,31773058678.2,833-883-0162,100,BBG014KFRPJ9,CS,
COO,COO,"The Cooper Companies, Inc.",49350000,49345985,XNYS,0000711404,BBG000BG3445,3851,OPHTHALMIC GOODS,1983-12-06,12000,stocks,"Cooper Companies operates two units: CooperVision and CooperSurgical. Accounting for approximately 75% of total sales, CooperVision is the the second-largest player in the oligopolistic contact lens market. Over 50% of CooperVision's sales are in international territories. The second unit, CooperSurgical, develops and manufactures diagnostic and surgical products for gynecologists and obstetricians, including the Paragard IUD, which Cooper acquired from Teva in 2017.",True,"{'address1': '6101 BOLLINGER CANYON ROAD', 'address2': 'SUITE 500', 'city': 'SAN RAMON', 'state': 'CA', 'postal_code': '94583'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNvb3BlcmNvcy5jb20/images/2022-11-01_logo.png', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNvb3BlcmNvcy5jb20/images/2022-11-01_icon.jpeg'}",usd,https://www.coopercos.com,us,15513390764.3,(925) 460-3600,100,BBG001S5Q1H6,CS,
CPRT,CPRT,Copart Inc,476300000,476300011,XNAS,0000900075,BBG000BM9RH1,5500,RETAIL-AUTO DEALERS & GASOLINE STATIONS,1994-03-17,9500,stocks,"Copart Inc is a provider of online auctions and vehicle remarketing services targeted primarily at insurance companies, car dealerships, fleet operators, and vehicle rental companies. The majority of the vehicles sold through Copart's services are either damaged or recovered stolen vehicles. Copart principally sells to vehicle dismantlers, rebuilders, used vehicle importers and exporters and the general public. The company generates revenue from fees paid by vehicle sellers and buyers and/or purchasing and reselling vehicles on its own account. Its main markets include North America and the British Isles.",True,"{'address1': '14185 DALLAS PARKWAY', 'address2': 'SUITE 300', 'city': 'DALLAS', 'state': 'TX', 'postal_code': '75254'}",{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNvcGFydC5jb20/images/2022-11-01_logo.svg'},usd,https://www.copart.com,us,31002367715.99,972-391-5000,100,BBG001S7MTB1,CS,
GLW,GLW,Corning Incorporated,845810000,845811376,XNYS,0000024741,BBG000BKFZM4,3357,DRAWING & INSULATING OF NONFERROUS WIRE,1945-05-21,61200,stocks,"Corning is a leader in materials science, specializing in the production of glass, ceramics, and optical fiber. The firm supplies its products for a wide range of applications, from flat-panel displays in televisions to gasoline particulate filters in automobiles to optical fiber for broadband access, with a leading share in many of its end markets.",True,"{'address1': 'ONE RIVERFRONT PLAZA', 'city': 'CORNING', 'state': 'NY', 'postal_code': '14831'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNvcm5pbmcuY29t/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNvcm5pbmcuY29t/images/2022-11-01_icon.jpeg'}",usd,https://www.corning.com,us,28859084149.12,(607) 974-9000,100,BBG001S5RLH1,CS,
CTVA,CTVA,"Corteva, Inc. Common Stock",714490000,714492000,XNYS,0001755672,BBG00BN969C1,0100,,2019-05-24,21000,stocks,"Corteva is an agriculture pure play that was formed in 2019 when it was spun off from DowDuPont. The company is a leader in the development of new seed and crop chemicals products. Seeds generate a little over half of total company profits and crop protection chemicals make up the remainder. Although Corteva operates globally, around half of revenue comes from North America.",True,"{'address1': '9330 ZIONSVILLE ROAD', 'city': 'INDIANAPOLIS', 'state': 'IN', 'postal_code': '46268'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNvcnRldmEuY29t/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNvcnRldmEuY29t/images/2022-11-01_icon.jpeg'}",usd,https://www.corteva.com,us,47392254360.0,(833) 267-8382,100,BBG00BN969D0,CS,
CSGP,CSGP,CoStar Group Inc,406690000,406690060,XNAS,0001057352,BBG000D7JKW9,7389,"SERVICES-BUSINESS SERVICES, NEC",1998-07-01,4742,stocks,"CoStar Group is a leading provider of commercial real estate data and marketplace listing platforms. Its data offering contains in-depth analytical information on over 5 million commercial real estate properties related to various subsectors including office, retail, multifamily, healthcare, industrial, self-storage, and data centers. It operates many flagship brands such as CoStar Suite, LoopNet, Apartments.com, BizBuySell, LandsofAmerica, and so on with more than 75% of its revenue classified as subscription-based. The company has also recently expanded its presence in Canada, the United Kingdom, Spain, and France.",True,"{'address1': '1331 L STREET, NW', 'city': 'WASHINGTON', 'state': 'DC', 'postal_code': '20005'}",{'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNvc3Rhci5jb20/images/2022-11-01_icon.jpeg'},usd,https://www.costar.com,us,32527070998.800003,(202) 346-6500,100,BBG001SD3DY9,CS,
COST,COST,Costco Wholesale Corp,442600000,442604145,XNAS,0000909832,BBG000F6H8W8,5331,RETAIL-VARIETY STORES,1985-11-27,304000,stocks,"The leading warehouse club, Costco has 838 stores worldwide (at the end of fiscal 2022), with most sales derived in the United States (73%) and Canada (14%). It sells memberships that allow customers to shop in its warehouses, which feature low prices on a limited product assortment. Costco mainly caters to individual shoppers, but nearly 20% of paid members carry business memberships. Food and sundries accounted for nearly 39% of fiscal 2022 sales, with non-food merchandise 27%, warehouse ancillary and other businesses (such as fuel and pharmacy) 21%, and fresh food 13%. Costco's warehouses average around 146,000 square feet; over 75% of its locations offer fuel. About 7% of Costco's global sales come from e-commerce (excluding same-day grocery and various other services).",True,"{'address1': '999 LAKE DRIVE', 'city': 'ISSAQUAH', 'state': 'WA', 'postal_code': '98027-'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNvc3Rjby5jb20/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNvc3Rjby5jb20/images/2022-11-01_icon.png'}",usd,https://www.costco.com,us,236200128020.69998,(425) 313-8100,100,BBG001S9KRQ7,CS,
CTRA,CTRA,Coterra Energy Inc.,788470000,788467351,XNYS,0000858470,BBG000C3GN47,1311,CRUDE PETROLEUM & NATURAL GAS,1990-02-08,936,stocks,"Coterra is an independent exploration and production company with operations in Appalachia and the Permian Basin. It was formed after the 2021 merger with Cabot and Cimarex. At year-end 2021, Coterra's proved reserves were 2.9 billion barrels of oil equivalent, with net production that year of approximately 431 million barrels of oil equivalent per day (of which 70% was natural gas).",True,"{'address1': '840 GESSNER ROAD, SUITE 1400', 'city': 'HOUSTON', 'state': 'TX', 'postal_code': '77024'}",{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNvdGVycmEuY29t/images/2022-11-01_logo.png'},usd,https://www.coterra.com,us,21769583561.11,(281) 589-4600,100,BBG001S6H6Y4,CS,
CCI,CCI,Crown Castle Inc.,433050000,433048001,XNYS,0001051470,BBG000FV1Z23,6798,REAL ESTATE INVESTMENT TRUSTS,1998-08-18,5000,stocks,"Crown Castle International owns and leases roughly 40,000 cell towers in the United States. It also owns more than 85,000 route miles of fiber. It leases space on its towers to wireless service providers, which install equipment on the towers to support their wireless networks. The company's fiber is primarily leased by wireless service providers to set up small-cell network infrastructure and by enterprises for their internal connection needs. Crown Castle's towers and fiber are predominantly located in the largest U.S. cities. The company has a very concentrated customer base, with more than 70% of its revenue coming from the big three U.S. mobile carriers. Crown Castle operates as a real estate investment trust.",True,"{'address1': '8020 KATY FREEWAY', 'city': 'HOUSTON', 'state': 'TX', 'postal_code': '77024'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNyb3duY2FzdGxlLmNvbQ/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNyb3duY2FzdGxlLmNvbQ/images/2022-11-01_icon.jpeg'}",usd,https://www.crowncastle.com,us,61142047261.19,(713) 570-3000,100,BBG001S7W5T3,CS,
